video_path,label,split,archive,archive_url,status,compressed_size,original_size,crc32,local_header_offset,data_offset,output_path,attempts,error
Adjectives/1. loud/MVI_5337.MOV,1. loud,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,verified,10306492,10493840,3111769345,100962538,100962599,data/videos/val/1. loud/MVI_5337.MOV,1,
Adjectives/1. loud/MVI_5259.MOV,1. loud,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,verified,13719589,13928468,3520341836,68623871,68623932,data/videos/val/1. loud/MVI_5259.MOV,1,
Means_of_Transportation/11. Car/MVI_4177.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,failed,0,0,0,0,0,data/videos/train/11. Car/MVI_4177.MOV,1,"HTTP Range request failed after 5 attempts: HTTPSConnectionPool(host='zenodo.org', port=443): Max retries exceeded with url: /api/records/4010759/files/Means_of_Transportation_1of2.zip/content (Caused by NameResolutionError(""HTTPSConnection(host='zenodo.org', port=443): Failed to resolve 'zenodo.org' ([Errno 11001] getaddrinfo failed)""))"
Means_of_Transportation/11. Car/MVI_3238.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,failed,0,0,0,0,0,data/videos/train/11. Car/MVI_3238.MOV,1,"HTTP Range request failed after 5 attempts: HTTPSConnectionPool(host='zenodo.org', port=443): Max retries exceeded with url: /api/records/4010759/files/Means_of_Transportation_1of2.zip/content (Caused by NameResolutionError(""HTTPSConnection(host='zenodo.org', port=443): Failed to resolve 'zenodo.org' ([Errno 11001] getaddrinfo failed)""))"
Means_of_Transportation/11. Car/MVI_3209.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,failed,0,0,0,0,0,data/videos/train/11. Car/MVI_3209.MOV,1,"HTTP Range request failed after 5 attempts: HTTPSConnectionPool(host='zenodo.org', port=443): Max retries exceeded with url: /api/records/4010759/files/Means_of_Transportation_1of2.zip/content (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'zenodo.org'. (_ssl.c:1032)"")))"
Means_of_Transportation/11. Car/MVI_4176.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,failed,0,0,0,0,0,data/videos/train/11. Car/MVI_4176.MOV,1,"HTTP Range request failed after 5 attempts: HTTPSConnectionPool(host='zenodo.org', port=443): Max retries exceeded with url: /api/records/4010759/files/Means_of_Transportation_1of2.zip/content (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'zenodo.org'. (_ssl.c:1032)"")))"
Means_of_Transportation/11. Car/MVI_3146.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,downloading,0,0,0,0,0,data/videos/train/11. Car/MVI_3146.MOV,1,
Means_of_Transportation/11. Car/MVI_3210.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,downloading,0,0,0,0,0,data/videos/train/11. Car/MVI_3210.MOV,1,
Means_of_Transportation/11. Car/MVI_3116.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/11. Car/MVI_3116.MOV,0,
Means_of_Transportation/11. Car/MVI_3174.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/11. Car/MVI_3174.MOV,0,
Means_of_Transportation/11. Car/MVI_3117.MOV,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/11. Car/MVI_3117.MOV,0,
Means_of_Transportation/11. Car/MVI_8584.MP4,11. Car,train,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/train/11. Car/MVI_8584.MP4,0,
Means_of_Transportation/11. Car/MVI_3147.MOV,11. Car,val,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/11. Car/MVI_3147.MOV,0,
Means_of_Transportation/11. Car/MVI_3176.MOV,11. Car,val,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/11. Car/MVI_3176.MOV,0,
Means_of_Transportation/11. Car/MVI_3239.MOV,11. Car,val,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,pending,0,0,0,0,0,data/videos/val/11. Car/MVI_3239.MOV,0,
Society/14. Election/MVI_4841.MOV,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_4841.MOV,0,
Society/14. Election/MVI_8712.MP4,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_8712.MP4,0,
Society/14. Election/MVI_4307.MOV,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_4307.MOV,0,
Society/14. Election/MVI_4304.MOV,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_4304.MOV,0,
Society/14. Election/MVI_8968.MP4,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_8968.MP4,0,
Society/14. Election/MVI_4839.MOV,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_4839.MOV,0,
Society/14. Election/MVI_8711.MP4,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_8711.MP4,0,
Society/14. Election/MVI_8967.MP4,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_8967.MP4,0,
Society/14. Election/MVI_4840.MOV,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_4840.MOV,0,
Society/14. Election/MVI_8710.MP4,14. Election,train,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/train/14. Election/MVI_8710.MP4,0,
Society/14. Election/MVI_8969.MP4,14. Election,val,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/val/14. Election/MVI_8969.MP4,0,
Society/14. Election/MVI_8713.MP4,14. Election,val,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/val/14. Election/MVI_8713.MP4,0,
Society/14. Election/MVI_4305.MOV,14. Election,val,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,pending,0,0,0,0,0,data/videos/val/14. Election/MVI_4305.MOV,0,
Means_of_Transportation/16. train ticket/MVI_8596.MP4,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_8596.MP4,0,
Means_of_Transportation/16. train ticket/MVI_3197.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3197.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3132.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3132.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3196.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3196.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3164.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3164.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3254.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3254.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3224.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3224.MOV,0,
Means_of_Transportation/16. train ticket/MVI_4191.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_4191.MOV,0,
Means_of_Transportation/16. train ticket/MVI_4193.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_4193.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3253.MOV,16. train ticket,train,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/train/16. train ticket/MVI_3253.MOV,0,
Means_of_Transportation/16. train ticket/MVI_8597.MP4,16. train ticket,val,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/val/16. train ticket/MVI_8597.MP4,0,
Means_of_Transportation/16. train ticket/MVI_3134.MOV,16. train ticket,val,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/val/16. train ticket/MVI_3134.MOV,0,
Means_of_Transportation/16. train ticket/MVI_3133.MOV,16. train ticket,val,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,pending,0,0,0,0,0,data/videos/val/16. train ticket/MVI_3133.MOV,0,
Places/19. House/MVI_3515.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3515.MOV,0,
Places/19. House/MVI_3436.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3436.MOV,0,
Places/19. House/MVI_3438.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3438.MOV,0,
Places/19. House/MVI_3594.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3594.MOV,0,
Places/19. House/MVI_3349.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3349.MOV,0,
Places/19. House/MVI_3435.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3435.MOV,0,
Places/19. House/MVI_3267.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3267.MOV,0,
Places/19. House/MVI_3596.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3596.MOV,0,
Places/19. House/MVI_3593.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3593.MOV,0,
Places/19. House/MVI_3268.MOV,19. House,train,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/train/19. House/MVI_3268.MOV,0,
Places/19. House/MVI_3595.MOV,19. House,val,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/19. House/MVI_3595.MOV,0,
Places/19. House/MVI_3437.MOV,19. House,val,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/19. House/MVI_3437.MOV,0,
Places/19. House/MVI_3350.MOV,19. House,val,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,pending,0,0,0,0,0,data/videos/val/19. House/MVI_3350.MOV,0,
Society/2. Death/MVI_4256.MOV,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_4256.MOV,0,
Society/2. Death/MVI_8931.MP4,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_8931.MP4,0,
Society/2. Death/MVI_4257.MOV,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_4257.MOV,0,
Society/2. Death/MVI_4255.MOV,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_4255.MOV,0,
Society/2. Death/MVI_4802.MOV,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_4802.MOV,0,
Society/2. Death/MVI_8661.MP4,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_8661.MP4,0,
Society/2. Death/MVI_8932.MP4,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_8932.MP4,0,
Society/2. Death/MVI_4800.MOV,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_4800.MOV,0,
Society/2. Death/MVI_8662.MP4,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_8662.MP4,0,
Society/2. Death/MVI_8930.MP4,2. Death,train,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/train/2. Death/MVI_8930.MP4,0,
Society/2. Death/MVI_4801.MOV,2. Death,val,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/val/2. Death/MVI_4801.MOV,0,
Society/2. Death/MVI_8664.MP4,2. Death,val,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/val/2. Death/MVI_8664.MP4,0,
Society/2. Death/MVI_4258.MOV,2. Death,val,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,pending,0,0,0,0,0,data/videos/val/2. Death/MVI_4258.MOV,0,
Adjectives/2. quiet/MVI_5338.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5338.MOV,0,
Adjectives/2. quiet/MVI_9453.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_9453.MOV,0,
Adjectives/2. quiet/MVI_5261.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5261.MOV,0,
Adjectives/2. quiet/MVI_9452.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_9452.MOV,0,
Adjectives/2. quiet/MVI_5182.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5182.MOV,0,
Adjectives/2. quiet/MVI_9539.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_9539.MOV,0,
Adjectives/2. quiet/MVI_5339.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5339.MOV,0,
Adjectives/2. quiet/MVI_5262.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5262.MOV,0,
Adjectives/2. quiet/MVI_9292.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_9292.MOV,0,
Adjectives/2. quiet/MVI_5180.MOV,2. quiet,train,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/train/2. quiet/MVI_5180.MOV,0,
Adjectives/2. quiet/MVI_9371.MOV,2. quiet,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/2. quiet/MVI_9371.MOV,0,
Adjectives/2. quiet/MVI_5260.MOV,2. quiet,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/2. quiet/MVI_5260.MOV,0,
Adjectives/2. quiet/MVI_9372.MOV,2. quiet,val,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,pending,0,0,0,0,0,data/videos/val/2. quiet/MVI_9372.MOV,0,
Places/23. Court/MVI_3612.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3612.MOV,0,
Places/23. Court/MVI_3531.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3531.MOV,0,
Places/23. Court/MVI_3367.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3367.MOV,0,
Places/23. Court/MVI_3453.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3453.MOV,0,
Places/23. Court/MVI_3452.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3452.MOV,0,
Places/23. Court/MVI_3287.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3287.MOV,0,
Places/23. Court/MVI_3286.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3286.MOV,0,
Places/23. Court/MVI_3365.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3365.MOV,0,
Places/23. Court/MVI_3370.MOV,23. Court,train,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,pending,0,0,0,0,0,data/videos/train/23. Court/MVI_3370.MOV,0,
