parent_label,label,video_path,include_50,archive,archive_url,split
Adjectives,1. loud,Adjectives/1. loud/MVI_5336.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_9291.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_9536.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_9290.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_9369.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_5258.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_5177.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,1. loud,Adjectives/1. loud/MVI_9368.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,1. loud,Adjectives/1. loud/MVI_5337.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,1. loud,Adjectives/1. loud/MVI_5259.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_4177.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3238.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3209.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_4176.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3146.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3210.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3116.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3174.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3117.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_8584.MP4,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,train
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3147.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,val
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3176.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,val
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3239.MOV,True,Means_of_Transportation_1of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_1of2.zip/content,val
Society,14. Election,Society/14. Election/MVI_4841.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8712.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_4307.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_4304.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8968.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_4839.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8711.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8967.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_4840.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8710.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,train
Society,14. Election,Society/14. Election/MVI_8969.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,val
Society,14. Election,Society/14. Election/MVI_8713.MP4,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,val
Society,14. Election,Society/14. Election/MVI_4305.MOV,True,Society_2of3.zip,https://zenodo.org/api/records/4010759/files/Society_2of3.zip/content,val
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_8596.MP4,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3197.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3132.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3196.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3164.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3254.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3224.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4191.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4193.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3253.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,train
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_8597.MP4,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,val
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3134.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,val
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3133.MOV,True,Means_of_Transportation_2of2.zip,https://zenodo.org/api/records/4010759/files/Means_of_Transportation_2of2.zip/content,val
Places,19. House,Places/19. House/MVI_3515.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3436.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3438.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3594.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3349.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3435.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3267.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3596.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3593.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3268.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,train
Places,19. House,Places/19. House/MVI_3595.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,val
Places,19. House,Places/19. House/MVI_3437.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,val
Places,19. House,Places/19. House/MVI_3350.MOV,True,Places_1of4.zip,https://zenodo.org/api/records/4010759/files/Places_1of4.zip/content,val
Society,2. Death,Society/2. Death/MVI_4256.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_8931.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_4257.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_4255.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_4802.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_8661.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_8932.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_4800.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_8662.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_8930.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,train
Society,2. Death,Society/2. Death/MVI_4801.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,val
Society,2. Death,Society/2. Death/MVI_8664.MP4,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,val
Society,2. Death,Society/2. Death/MVI_4258.MOV,True,Society_1of3.zip,https://zenodo.org/api/records/4010759/files/Society_1of3.zip/content,val
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5338.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9453.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5261.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9452.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5182.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9539.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5339.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5262.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9292.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5180.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9371.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5260.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9372.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Places,23. Court,Places/23. Court/MVI_3612.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3531.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3367.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3453.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3452.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3287.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3286.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3365.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3370.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3610.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,train
Places,23. Court,Places/23. Court/MVI_3455.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,val
Places,23. Court,Places/23. Court/MVI_3611.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,val
Places,23. Court,Places/23. Court/MVI_3366.MOV,True,Places_2of4.zip,https://zenodo.org/api/records/4010759/files/Places_2of4.zip/content,val
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3308.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3310.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3632.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3474.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3386.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3553.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3472.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3552.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3473.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3385.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,train
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3309.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,val
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3634.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,val
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3635.MOV,True,Places_3of4.zip,https://zenodo.org/api/records/4010759/files/Places_3of4.zip/content,val
Home,28. Window,Home/28. Window/MVI_4363.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_8767.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_8769.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_8766.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_4364.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_4362.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_4365.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_8768.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_4881.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_9014.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,train
Home,28. Window,Home/28. Window/MVI_9015.MP4,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,val
Home,28. Window,Home/28. Window/MVI_4882.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,val
Home,28. Window,Home/28. Window/MVI_4883.MOV,True,Home_1of4.zip,https://zenodo.org/api/records/4010759/files/Home_1of4.zip/content,val
Adjectives,3. happy,Adjectives/3. happy/MVI_9540.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_9542.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_9541.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5185.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5342.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_9297.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5264.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5265.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5343.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_5263.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,train
Adjectives,3. happy,Adjectives/3. happy/MVI_9296.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,3. happy,Adjectives/3. happy/MVI_9454.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Adjectives,3. happy,Adjectives/3. happy/MVI_5183.MOV,True,Adjectives_1of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_1of8.zip/content,val
Home,34. Pen,Home/34. Pen/MVI_4906.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_9034.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_4390.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_9032.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_4389.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_4907.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_4387.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_8793.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_4388.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_8791.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,train
Home,34. Pen,Home/34. Pen/MVI_8794.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,val
Home,34. Pen,Home/34. Pen/MVI_4908.MOV,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,val
Home,34. Pen,Home/34. Pen/MVI_9033.MP4,True,Home_2of4.zip,https://zenodo.org/api/records/4010759/files/Home_2of4.zip/content,val
Places,35. Bank,Places/35. Bank/MVI_3502.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3337.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3582.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
Places,35. Bank,Places/35. Bank/MVI_3423.MOV,True,Places_4of4.zip,https://zenodo.org/api/records/4010759/files/Places_4of4.zip/content,train
