video_path,archive,archive_url
Adjectives/78. long/MVI_9458.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/78. long/MVI_9459.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/78. long/MVI_9460.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5110.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5111.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5112.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5189.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5191.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5269.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5270.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_5271.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9220.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9221.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9222.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9301.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9303.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9380.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9381.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9382.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9461.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9462.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/79. short/MVI_9463.MOV,Adjectives_4of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_4of8.zip/content
Adjectives/97. dry/MVI_5167.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5168.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5169.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5249.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5250.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5326.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5327.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_5328.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9277.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9278.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9279.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9359.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9360.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9439.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9440.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9441.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9521.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9522.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/97. dry/MVI_9523.MOV,Adjectives_8of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_8of8.zip/content
Adjectives/83. big large/MVI_5123.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5124.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5203.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5204.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5205.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5283.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5284.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_5285.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9233.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9234.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9235.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9316.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9317.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9318.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9394.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9395.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9475.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9476.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/83. big large/MVI_9477.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5126.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5127.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5128.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5206.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5207.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5286.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5287.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_5288.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9236.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9238.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9319.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9320.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9321.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9397.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9398.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9400.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9478.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9479.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/84. small little/MVI_9480.MOV,Adjectives_5of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_5of8.zip/content
Adjectives/87. hot/MVI_5136.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5137.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5138.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5216.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5217.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5218.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5295.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5296.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_5297.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9247.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9248.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9249.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9328.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9329.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9330.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9408.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9409.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9487.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9488.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/87. hot/MVI_9489.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5148.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5150.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5151.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5229.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5230.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5231.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5307.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5308.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_5309.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9259.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9260.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9340.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9341.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9342.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9421.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9422.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9500.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9501.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/91. new/MVI_9502.MOV,Adjectives_6of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_6of8.zip/content
Adjectives/94. good/MVI_5158.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5160.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5238.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5239.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5240.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5316.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5317.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_5318.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9268.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9269.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9270.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9349.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9351.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9430.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9431.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9432.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9510.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9511.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Adjectives/94. good/MVI_9512.MOV,Adjectives_7of8.zip,https://zenodo.org/api/records/4010759/files/Adjectives_7of8.zip/content
Pronouns/46. you (plural)/MVI_0021.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0022.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0023.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0024.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0030.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0031.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0082.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0083.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_0084.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9905.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9907.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9908.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9909.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9946.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9947.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9948.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9975.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9976.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/46. you (plural)/MVI_9977.MOV,Pronouns_2of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_2of2.zip/content
Pronouns/40. I/MVI_0001.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0002.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0012.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0013.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0014.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0064.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0065.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_0066.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9878.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9879.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9880.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9881.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9918.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9919.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9920.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9957.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9958.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9959.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/40. I/MVI_9995.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0013.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0014.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0015.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0016.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0024.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0025.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0026.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0076.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0077.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_0078.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
Pronouns/44. it/MVI_9897.MOV,Pronouns_1of2.zip,https://zenodo.org/api/records/4010759/files/Pronouns_1of2.zip/content
